date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,h2s,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2,casos_total,poblacio_total,incidencia_1000
2012-05-18,3.6,79.3,79.5,1007.2,191.1,17.2,18.5,16.1,0,2.13,NA,NA,12.09,45.18,62.86,NA,NA,NA,2.61,53,33431,1.585354910113368
2012-05-19,2.4,127.4,73.5,1003.4,182.7,17.8,20,15.9,0,1.45,NA,NA,9.17,27.96,39.7,NA,NA,NA,1.57,18,12769,1.4096640300728327
2012-05-20,2,136.1,78.8,1000.4,224,16.5,20,13.2,25.2,1.7,NA,NA,3.26,17.61,21.22,NA,NA,NA,1,9,9342,0.9633911368015414
2012-05-21,3.7,254.3,55.4,1002.7,148.7,15.9,20.3,12.3,0.3,1.24,NA,NA,4.52,12.3,17.09,NA,NA,NA,1,66,40457,1.6313616926613441
2012-05-22,2.2,202.7,54.2,1009.4,184,18.7,25.7,14.8,0.1,1.43,NA,NA,10.57,26.3,40.61,NA,NA,NA,1,65,32773,1.9833399444664814
2012-05-23,1.5,183.7,55.2,1014.3,327.2,20.6,25,16.5,0,1.65,NA,NA,12.29,35.76,53.67,NA,NA,NA,1.6,38,22184,1.712946267580238
2012-05-24,1.6,201.1,51.4,1014.7,334.3,21.7,25.8,17.2,0,2.43,NA,NA,25.61,40.74,77.74,NA,NA,NA,1.96,48,27009,1.7771853826502275
2012-05-25,2,202.6,49,1010.5,336.2,23.1,27.6,19.2,0,2.05,NA,NA,16.09,33.3,55.74,NA,NA,NA,3.04,51,31953,1.5960942634494415
2012-05-26,2,225.1,67.8,1011.1,271.5,21.1,24.3,18.7,0,2.4,NA,NA,9.74,31.04,44.96,NA,NA,NA,1.74,13,11124,1.1686443725278677
2012-05-27,1.6,106.4,72,1012.5,331.2,20.7,23.2,18.9,0,2.17,NA,NA,5.43,27.7,34.57,NA,NA,NA,2.13,8,5651,1.4156786409485047
2012-05-28,1.3,141.5,58.9,1011.2,288.4,22.7,25.7,18.9,0,2.52,NA,NA,16.74,34.83,59.83,NA,NA,NA,2.52,40,31161,1.2836558518661145
2012-05-29,1.8,167.4,53.5,1010.8,322,23.5,26.6,20.6,0,2.02,NA,NA,12.04,30.26,47.74,NA,NA,NA,1.22,47,25545,1.83989038950871
2012-05-30,1.7,227,50.2,1014.2,327.1,24.6,29.4,20.6,0,2.57,NA,NA,17.09,40.43,65.3,NA,NA,NA,2.52,35,22684,1.542937753482631
2012-05-31,1.7,184.5,52.5,1015.2,319.8,24.3,27.8,21.3,0,2.79,NA,NA,17,43.09,68.35,NA,NA,NA,2.7,47,31168,1.5079568788501028
2012-06-01,1.9,214.5,46.5,1012,323.9,24.6,26.8,21.5,0,3.58,NA,NA,16.04,40.3,64.04,NA,NA,NA,3.7,27,18463,1.46238422791529
2012-06-02,2.4,225.3,48.5,1009.4,327.3,24.8,27.9,20.9,0,2.9,NA,NA,9.22,34.48,46.87,NA,NA,NA,2.61,24,20175,1.1895910780669146
2012-06-03,2.4,161,72.8,1010,177.3,21.7,24.7,19.3,1.7,2.77,NA,NA,4.39,26.57,31.35,NA,NA,NA,3.09,13,9051,1.436305380620926
2012-06-04,2.8,192.4,74.6,1012.2,245.3,20.9,22.9,19.3,0,2.21,NA,NA,13.74,23.74,43.3,NA,NA,NA,1.78,73,45719,1.5967103392462654
