date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,c6h6,co,no,no2,nox,o3,so2,casos_total,poblacio_total,incidencia_1000
2011-10-06,2.31875,262.375,78.1875,NA,185.479166666667,21.0979166666667,27,17,0,NA,0.63,15.35,50.43,NA,50.48,2.83,53,22428,2.36311753165686
2011-10-07,3.12916666666667,226.770833333333,71.8541666666667,NA,118.5,20.0479166666667,23.9,16.9,0,NA,0.54,12.92,36.79,NA,31.86,1.91,29,14571,1.99025461533182
2011-10-08,2.91041666666667,231.25,56.2916666666667,NA,185.958333333333,18.3708333333333,23.6,12.8,0,NA,0.44,9.42,29.42,NA,43.96,2.58,36,16779,2.14553906669051
2011-10-09,2.67916666666667,282.979166666667,59.7291666666667,NA,195.791666666667,18.36875,24.8,14.4,0,NA,0.47,4.08,27.42,NA,43.38,2.54,94,38011,2.47296835126674
2011-10-10,3.63125,270.395833333333,58.2083333333333,NA,193.229166666667,21.3229166666667,28.3,15.7,0,NA,0.53,12.12,37.42,NA,33.5,3.67,57,22433,2.5408995676013
2011-10-11,2.99166666666667,274.6875,55.6041666666667,NA,190.625,21.6270833333333,28.5,17,0,NA,0.6,22.04,50.17,NA,27.21,4.67,25,16815,1.48676776687481
2011-10-12,3.08333333333333,273.375,57.2291666666667,NA,189.916666666667,21.6020833333333,29.6,16.5,0,NA,0.58,6.79,40.71,NA,46.92,4.46,66,26465,2.4938598148498
2011-10-13,2.48125,209.979166666667,69.7916666666667,NA,160.3125,20.8833333333333,26.5,16.2,0,NA,0.61,28.08,43.5,NA,41.29,3.67,63,25606,2.4603608529251
2011-10-14,2.36458333333333,208.3125,66.7291666666667,NA,164.270833333333,20.0020833333333,24.9,16,0,NA,0.61,60.23,46.5,NA,32.71,3.35,9,5229,1.72117039586919
2011-10-15,2.59791666666667,197.354166666667,65.6666666666667,NA,143.75,18.38125,22.5,13.2,0,NA,0.6,17.33,36.88,NA,45.5,2,15,12000,1.25
2011-10-16,2.23125,267.729166666667,69.125,NA,156.4375,18.45625,23.5,13.8,0,NA,0.66,4.75,35.38,NA,46.79,2.75,54,24608,2.19440832249675
2011-10-17,2.2875,263.666666666667,78.7083333333333,NA,97.2916666666667,17.73125,23.5,14.2,0.3,NA,0.7,21.12,49.83,NA,30.71,2.42,67,36827,1.81931734868439
2011-10-18,3.32083333333333,277.125,75.2083333333333,NA,172.458333333333,17.84375,24.3,13.5,0,NA,0.71,15.83,44.79,NA,37.33,2.46,54,29252,1.84602762204294
2011-10-19,3.78958333333333,243.729166666667,74.5416666666667,NA,156.0625,18.3604166666667,23.4,13.4,0.1,NA,0.75,12.04,40.75,NA,43.62,2.67,52,22774,2.28330552384298
2011-10-20,2.55416666666667,252.583333333333,65.2083333333333,NA,103.208333333333,15.3666666666667,20.3,10.8,0,NA,0.52,17.33,40.67,NA,34.52,2.08,34,14450,2.35294117647059
2011-10-21,2.73958333333333,213.416666666667,63.1875,NA,66.7291666666667,14.4229166666667,17.8,9.7,0,NA,0.3,13.71,37.62,NA,32.33,3.54,29,8001,3.62454693163355
2011-10-22,2.22708333333333,192.270833333333,75.8333333333333,NA,101.375,16.5875,20.8,12.8,0,NA,0.37,6.38,35.12,NA,43.42,1.5,11,7841,1.40288228542278
2011-10-23,2.12708333333333,299.979166666667,86.625,NA,51.3333333333333,15.5833333333333,19.5,13.1,3.6,NA,0.42,8.92,38.5,NA,22.38,1.92,76,33037,2.30045100947423
2011-10-24,1.82916666666667,232.145833333333,92.5833333333333,NA,64.5208333333333,16.6145833333333,20.8,14.2,46.4,NA,0.5,30.58,51.96,NA,21.96,1.58,62,33843,1.83198888987383
2011-10-25,3.07083333333333,307.1875,63.7708333333333,NA,164.375,16.4395833333333,21.2,11.3,0.3,NA,0.39,9.54,34.33,NA,33.08,1.12,71,31942,2.22277878655062
2011-10-26,2.68541666666667,279.104166666667,62.0625,NA,149.791666666667,14.5979166666667,20.8,9,0,NA,0.45,23.29,49.71,NA,22.12,2.79,65,31160,2.08600770218229
2011-10-27,1.98958333333333,285.875,85.6875,NA,24.4791666666667,16.3541666666667,21.2,14.1,15.9,NA,0.58,50.5,60.08,NA,19.71,2.42,47,22190,2.11807120324471
2011-10-28,2.51875,230.416666666667,90.7916666666667,NA,49.0833333333333,17.075,19.6,15.1,33.3,NA,0.54,22.23,49,NA,15.92,1.64,10,8161,1.22534003185884
2011-10-29,2.8,186.854166666667,83.625,NA,69.0416666666667,18.2333333333333,22,15.5,0,NA,0.51,7.79,28.71,NA,31.46,1.21,16,12274,1.30356851882027
2011-10-30,2.17083333333333,273.229166666667,81.4375,NA,134.104166666667,17.6645833333333,23.3,14,0,NA,0.55,8.17,26.83,NA,26.96,1.5,37,11597,3.19048029662844
2011-10-31,2.08541666666667,278.354166666667,87.2708333333333,NA,92.2708333333333,16.2916666666667,20.8,12.8,0,NA,0.62,27.62,35.12,NA,23.38,2.21,22,11028,1.9949220166848
2011-11-01,1.85208333333333,253.583333333333,90.5208333333333,NA,84.6875,17.825,22.3,14.2,0,NA,0.93,23.38,32.21,NA,32.5,1.46,69,36181,1.9070783007656
2011-11-02,3.06458333333333,224.020833333333,87.1875,NA,122.895833333333,19.2770833333333,22.2,16.1,33.8,NA,0.58,22.5,41.42,NA,27.26,1.17,41,26585,1.54222305811548
2011-11-03,2.70416666666667,237.6875,89.3541666666667,NA,50.375,18.7708333333333,21.8,15.9,0.2,NA,0.67,33.52,46.21,NA,22.79,1.46,46,20714,2.22072028579705
2011-11-04,2.73958333333333,212.0625,91.7708333333333,NA,30.5625,16.3291666666667,19.2,14.4,23.7,NA,0.62,33.79,45.79,NA,24.64,1.08,51,23015,2.21594612209429
2011-11-05,1.96458333333333,248.6875,86.2083333333333,NA,74.3125,15.2395833333333,18.1,12.7,6.2,NA,0.59,25.5,36.12,NA,32.67,1.21,9,3932,2.28891149542218
2011-11-06,2.70833333333333,259.833333333333,88.6875,NA,27.625,13.6583333333333,16.6,11.6,23.6,NA,0.57,3.25,25.21,NA,34.83,1,59,29223,2.01895767032817
2011-11-07,2.50416666666667,295.4375,75.1666666666667,NA,86.0416666666667,15.81875,21,13.3,0.1,NA,0.66,24.29,41.38,NA,17.5,1.04,44,18202,2.417316778376
2011-11-08,2.60625,276.875,77.7291666666667,NA,131.9375,15.50625,20.7,12.4,0,NA,0.57,30.42,36.54,NA,13.46,1.48,36,17571,2.0488304592795
2011-11-09,2.62083333333333,276.6875,80.625,NA,128.479166666667,14.34375,20.4,10.9,0,NA,0.45,44.92,45.08,NA,12.23,3.62,26,14022,1.85422906860648
2011-11-10,3.10416666666667,278.354166666667,81.875,NA,119.541666666667,14.6479166666667,20,11,0,NA,0.45,36.21,51.21,NA,15.92,2.92,29,12530,2.31444533120511
2011-11-11,2.39166666666667,271.833333333333,87.1875,NA,124.458333333333,15.6770833333333,21.3,11.7,0,NA,0.51,29.86,44.95,NA,22.67,2.71,4,2521,1.58667195557319
2011-11-12,1.75,219.520833333333,87.5208333333333,NA,102.645833333333,16.9625,20.9,14.3,0,NA,0.58,78.5,58.54,NA,14.79,5.83,15,9583,1.56527183554211
2011-11-13,2.36041666666667,190.5,87.125,NA,32.7708333333333,16.05,17.6,14.4,7.7,NA,0.45,4.71,33.71,NA,32.33,1.79,60,26653,2.25115371627959
2011-11-14,2.325,181.5,88.0625,NA,32.7708333333333,14.9916666666667,17.6,13.6,4.5,NA,0.48,33.92,54.67,NA,21.42,1.58,39,20891,1.86683260734287
2011-11-15,3.32916666666667,131.333333333333,90.625,NA,24.7291666666667,15.3104166666667,17.7,13.2,46.9,NA,0.43,27.54,44.5,NA,36.54,1.33,35,19983,1.75148876545063
2011-11-16,2.40208333333333,178.583333333333,84.3125,NA,26.9791666666667,14.9854166666667,16.4,13.1,14,NA,0.44,13.71,45.21,NA,27.92,1.17,44,16013,2.74776743895585
2011-11-17,1.69791666666667,194.083333333333,78.75,NA,71.7083333333333,15.24375,17.7,13.4,0.6,NA,0.5,60.92,51.46,NA,23.5,2.62,41,20310,2.01870999507632
2011-11-18,2.10833333333333,254.416666666667,86.8958333333333,NA,66.0625,13.1458333333333,17.1,10.8,0,NA,0.63,70.04,51.42,NA,10.83,3,11,8849,1.24307831393378
2011-11-19,2.66041666666667,238.375,86.4583333333333,NA,51.75,13.4083333333333,17.1,9.8,0.6,NA,0.53,29.58,39.29,NA,16.83,2,12,5278,2.27358848048503
2011-11-20,2.86875,154.9375,85.0416666666667,NA,98.3541666666667,16.5,19.4,14.1,0.1,NA,0.48,13.42,29.79,NA,39.83,1.38,57,23134,2.46390593931011
2011-11-21,3.06458333333333,145.229166666667,82.1041666666667,NA,59.6458333333333,15.5125,19.1,13.2,4.1,NA,0.52,29.62,43.33,NA,26.13,1.42,56,27556,2.03222528668892
2011-11-22,4.03333333333333,42.2291666666667,72.4791666666667,NA,42.8333333333333,16.4541666666667,17.4,14.6,0.2,NA,0.49,7.79,30.46,NA,44.25,1,57,29647,1.92262286234695
2011-11-23,2.56875,285.395833333333,72.4166666666667,NA,111.520833333333,14.7125,20.6,10.4,0,NA,0.54,27.75,39.08,NA,19.08,2.29,50,29020,1.72294968986906
2011-11-24,2.8,261.458333333333,80.1875,NA,106.5,12.7229166666667,19.2,9.2,0,NA,0.65,61.14,46.45,NA,10.38,3.77,41,16086,2.54880019893075
2011-11-25,2.60625,285.958333333333,80,NA,106.520833333333,12.1916666666667,18.7,8.7,0,NA,0.67,46.58,41.54,NA,10.46,3.29,25,12149,2.05778253354186
2011-11-26,4.06041666666667,324.958333333333,72.7916666666667,NA,111.958333333333,11.1375,16.3,8,0,NA,0.55,9.29,26.75,NA,13.25,2.08,16,7358,2.17450394128839
2011-11-27,3.1375,278.166666666667,82.1875,NA,72.875,10.4708333333333,16.8,6.2,0,NA,0.67,16.42,30.21,NA,15,2.96,89,36611,2.43096337166425
2011-11-28,2.77291666666667,282.166666666667,81.0416666666667,NA,60.5,11.5291666666667,16.9,8.2,0,NA,0.75,73.61,49.91,NA,3.7,3.96,64,26892,2.37988993009073
2011-11-29,3.23125,300.604166666667,74.5833333333333,NA,95.875,12.7958333333333,19.5,9.9,0,NA,0.56,33.88,45.46,NA,11.12,2.62,53,23677,2.2384592642649
2011-11-30,2.91875,291.333333333333,77.6458333333333,NA,101.0625,11.2,18.2,8.1,0,NA,0.4,34.33,44.67,NA,7.77,2.79,51,21739,2.34601407608446
2011-12-01,2.98333333333333,286.395833333333,82.0416666666667,NA,98.125,11.2958333333333,17.2,6.7,0,NA,0.4,20.46,37.75,NA,20.75,2.83,55,25379,2.16714606564482
2011-12-02,3.06458333333333,317.583333333333,75.0416666666667,NA,74.75,12.7604166666667,18.3,9.4,0,NA,0.41,28.21,47.46,NA,9.79,2.62,18,13499,1.33343210608193
2011-12-03,3.40416666666667,325.25,69.2291666666667,NA,85.9583333333333,12.11875,14.8,10.1,0.4,NA,0.33,4.04,27.67,NA,18.46,1.38,24,19608,1.22399020807834
2011-12-04,2.13333333333333,306.875,71.7291666666667,NA,97.2916666666667,11.5979166666667,17.1,7.9,0,NA,0.37,5.92,28.92,NA,24.38,1.12,59,28738,2.05303083025959
2011-12-05,2.43333333333333,269.145833333333,74.2708333333333,NA,98,11.83125,17.3,6.7,0,NA,0.4,42.88,42.17,NA,13.17,2.25,37,23557,1.57065840302246
2011-12-06,2.40833333333333,301.166666666667,74.9791666666667,NA,100.0625,11.1354166666667,17.3,7.6,0,NA,0.43,16.71,37.25,NA,20.92,1.58,55,27327,2.01266147034069
2011-12-07,3.06458333333333,305.895833333333,71.5833333333333,NA,99.375,11.0083333333333,17.2,7.2,0,NA,0.48,35.38,45.29,NA,11.29,2.33,28,15466,1.81042286305444
2011-12-08,3.07291666666667,294.354166666667,77.2083333333333,NA,97.0833333333333,11.2,17.4,7.6,0,NA,0.48,17.42,31.83,NA,14.42,1.88,44,19846,2.21707145016628
2011-12-09,3.175,313.229166666667,80.6041666666667,NA,83.5625,9.43958333333333,13.9,6,0,NA,0.58,55.25,42.88,NA,3.88,2.88,7,3995,1.75219023779725
2011-12-10,3.275,319.708333333333,76.875,NA,84.0208333333333,9.70833333333333,14.9,6.6,0,NA,0.52,17.25,31.33,NA,8.17,2.29,30,21565,1.39114305587758
2011-12-11,3.34791666666667,305.020833333333,78,NA,84.2708333333333,8.6125,15.2,5.1,0,NA,0.49,9.25,25.58,NA,12.96,1.88,63,30799,2.04552095847268
2011-12-12,3.12708333333333,316.8125,73.6041666666667,NA,96.9583333333333,9.80625,16.3,6.2,0,NA,0.48,34.63,37.32,NA,8.78,1.95,65,32286,2.01325651985381
2011-12-13,2.6375,297.875,73.6875,NA,83.4375,9.89375,17.5,5.1,0,NA,0.63,67.25,45.05,NA,13.54,3.25,52,23392,2.22298221614227
2011-12-14,2.78541666666667,259.270833333333,68.7291666666667,NA,77.8125,13.3625,19.5,9,0,NA,0.58,40.58,42.29,NA,20,2.54,33,16632,1.98412698412698
2011-12-15,3.72083333333333,295.208333333333,60.0833333333333,NA,83,11.5145833333333,16.2,7.9,0,NA,0.55,13.33,33.38,NA,28.96,1.46,47,24867,1.89005509309527
2011-12-16,5.44166666666667,270.75,53.25,NA,48.3958333333333,14.0166666666667,17.9,11.2,0,NA,0.33,2.09,17.67,NA,49,1.29,3,411,7.2992700729927
2011-12-17,5.97291666666667,321.5,54.7708333333333,NA,98.9791666666667,10.3291666666667,13.8,7.7,0,NA,0.3,1.59,12.24,NA,54.29,1,33,22462,1.46914789422135
2011-12-18,3.59166666666667,317.208333333333,56.2083333333333,NA,99.5208333333333,7.80416666666667,13.5,2.8,0,NA,0.32,10.92,24.58,NA,36.21,1.33,84,37488,2.24071702944942
2011-12-19,2.52916666666667,300.5625,62.4166666666667,NA,70.2083333333333,6.19791666666667,11.6,2,0,NA,0.45,53.38,53.67,NA,10.17,3.38,51,21303,2.39402900999859
2011-12-20,3.10416666666667,318.4375,70.9583333333333,NA,65.375,8.66041666666667,15.1,3.8,0,NA,0.41,37.75,45.58,NA,7.96,2.29,40,17800,2.24719101123596
2011-12-21,2.5,299.395833333333,79.6875,NA,51.75,9.49583333333333,15.8,5.8,0,NA,0.55,75.29,51.88,NA,3.17,2.88,24,14241,1.68527491046977
2011-12-22,3.875,314.020833333333,67.1875,NA,89.2916666666667,13.2833333333333,18.2,7.7,0,NA,0.42,30.17,37.21,NA,19.91,1.54,42,18891,2.22328092742576
2011-12-23,4.36458333333333,321.75,69.9791666666667,NA,96.6666666666667,10.9729166666667,16.2,8.3,0,NA,0.33,17.38,33.38,NA,12.58,1.17,41,23025,1.78067318132465
2011-12-24,3.775,322.104166666667,71.0208333333333,NA,79.9583333333333,9.7,15.5,5.4,0,NA,0.29,7.04,25.29,NA,16.5,1,21,12395,1.69423154497781
2011-12-25,3.6,319.020833333333,64.5416666666667,NA,99.4166666666667,7.86041666666667,14.4,4.5,0,NA,0.33,9.75,25.21,NA,22.5,1.38,23,12246,1.87816429854646
2011-12-26,3.15625,282.9375,70.7291666666667,NA,95.7916666666667,6.45416666666667,13.9,2.7,0,NA,0.38,17.5,33.17,NA,15.79,1.78,45,19735,2.28021281986319
2011-12-27,3.92916666666667,245.208333333333,64.7708333333333,NA,72.9375,8.63958333333333,16.3,3.9,0,NA,0.4,50.3,44.5,NA,11.33,2.92,55,29475,1.86598812553011
2011-12-28,3.19375,304.166666666667,67.1875,NA,98.5833333333333,7.875,16,3.4,0,NA,0.46,32.25,42.88,NA,10.38,1.88,29,10942,2.65033814659112
2011-12-29,3.11041666666667,310.541666666667,62.5208333333333,NA,88.8541666666667,8.34791666666666,15,4.3,0,NA,0.39,22.33,40.5,NA,11.42,2.17,41,16624,2.46631376323388
2011-12-30,3.9375,311.291666666667,55.7916666666667,NA,97.9166666666667,9.85625,15.6,1.5,0,NA,0.27,13.83,34.54,NA,24.71,1.71,6,2495,2.40480961923848
2011-12-31,3.03541666666667,292.479166666667,65.5208333333333,NA,99.3333333333333,11.6708333333333,16.8,8,0,NA,0.29,2.83,23.71,NA,31.54,1.08,22,15261,1.44158312037219
2012-01-01,3.41041666666667,298.729166666667,75.0208333333333,NA,97.3541666666667,11.70625,17.1,8,0,NA,0.34,4.96,22,NA,26.92,1,82,33415,2.45398773006135
2012-01-02,3.34583333333333,304.5,60.1875,NA,92.8541666666667,12.2708333333333,17.8,6.8,0.1,NA,0.35,13.58,31.08,NA,23.62,1.12,56,28536,1.96243341743762
2012-01-03,2.95625,289.333333333333,66.9375,NA,94.25,9.24791666666667,15.1,5.2,0,NA,0.41,32,39.58,NA,17.4,1.67,41,22458,1.82563006501024
2012-01-04,3.15416666666667,265.354166666667,75.9166666666667,NA,88.8541666666667,8.92708333333333,16.6,4.7,0,NA,0.5,65.58,41.92,NA,5.09,3.21,26,11682,2.2256462934429
2012-01-05,4.01666666666667,313.3125,57.1875,NA,20.2916666666667,11.69375,16.3,7.5,0,NA,0.4,34.46,39.83,NA,13.95,2.42,28,15981,1.7520805957074
2012-01-06,2.36666666666667,242.4375,71.0208333333333,NA,84.0416666666667,11.7541666666667,16.3,5.5,0,NA,0.32,18.42,26.67,NA,38.46,1.12,10,7670,1.30378096479791
2012-01-07,2.82708333333333,299.666666666667,69.6875,NA,102.895833333333,8.11875,14.7,3.6,0,NA,0.4,23.12,34.75,NA,17.62,2,19,9363,2.02926412474634
2012-01-08,3.68958333333333,314.25,72.2083333333333,NA,102.104166666667,8.46666666666667,13.8,5.1,0,NA,0.34,7.45,25.95,NA,18.55,1.59,59,31403,1.87880138840238
2012-01-09,3.6625,306.604166666667,73.1875,NA,101.333333333333,9.02916666666667,14.9,5.7,0,NA,0.41,37.43,37.86,NA,15.29,2.36,37,19986,1.85129590713499
2012-01-10,3.56458333333333,290.020833333333,79.3541666666667,NA,100.520833333333,7.4125,14.4,3.5,0,NA,0.48,42.46,38,NA,9.17,2.71,50,26644,1.87659510583996
2012-01-11,2.79583333333333,290.666666666667,80.5625,NA,86.1666666666667,7.33125,14.7,3.8,0,NA,0.52,69.33,43.46,NA,7.08,3.46,38,24589,1.54540648257351
2012-01-12,3.43333333333333,296.270833333333,82.4375,NA,93.1041666666667,7.36875,14.6,3.8,0,NA,0.44,45.67,40.33,NA,11.71,3.25,36,21795,1.65175498967653
2012-01-13,4.81875,321.833333333333,65.2916666666667,NA,108.1875,6.64791666666666,13.4,3.2,0,NA,0.35,19.65,36.75,NA,6.42,1.67,26,12184,2.13394615889691
2012-01-14,4.30208333333333,302.375,70.375,NA,86.5833333333333,6.06041666666667,13,2.1,0,NA,0.37,18.33,30.46,NA,11.79,1.04,22,15565,1.41342756183746
2012-01-15,2.8125,273.416666666667,75.75,NA,94.1458333333333,7.66041666666667,12.5,4.7,0,NA,0.46,17.96,33.38,NA,15.75,1,64,32483,1.97026136748453
2012-01-16,3.71458333333333,157.729166666667,75.9166666666667,NA,52.7708333333333,8.75833333333333,12,3.7,0.4,NA,0.48,38.71,41.62,NA,21.12,1.29,48,22658,2.11845705711007
2012-01-17,2.96875,162.4375,74.7083333333333,NA,103.979166666667,10.5979166666667,14.5,6.2,0.1,NA,0.51,68.3,46.88,NA,23.21,1.42,46,23082,1.99289489645611
2012-01-18,3.01875,295.8125,77.0208333333333,NA,109.979166666667,7.41875,14,4.1,0,NA,0.55,57.58,40.75,NA,9.33,1.46,37,20633,1.7932438326952
2012-01-19,3.48541666666667,295.729166666667,72.9375,NA,106.229166666667,8.03958333333333,14.8,2.5,0,NA,0.5,39.75,38.21,NA,11.42,2.46,50,26471,1.8888595066299
2012-01-20,3.275,301.916666666667,71.8541666666667,NA,108.333333333333,10.0145833333333,17.5,6.1,0,NA,0.45,40.68,40.32,NA,9.32,2.14,5,3705,1.34952766531714
2012-01-21,2.96875,295.5625,68.125,NA,113.333333333333,10.2916666666667,17.9,6,0,NA,0.38,26.77,40.73,NA,18.92,2.33,21,13614,1.54252974878801
2012-01-22,3.05625,292.541666666667,75.125,NA,117.895833333333,10.19375,17.8,6.5,0,NA,0.38,20.42,33.92,NA,18.25,1.92,77,34366,2.24058662631671
2012-01-23,4.01875,317.083333333333,68.6666666666667,NA,114.604166666667,11.2145833333333,17.5,6.9,0,NA,0.37,30.96,39,NA,7.83,1.71,64,29981,2.13468530069044
2012-01-24,3.11458333333333,301.229166666667,75.0833333333333,NA,113.458333333333,9.47291666666666,15.4,5.7,0,NA,0.41,56.88,32.67,NA,11.58,2.42,35,16834,2.07912557918498
2012-01-25,3.36041666666667,288.75,76.1666666666667,NA,121.520833333333,8.27083333333333,15.4,4.4,0,NA,0.45,56.17,32.5,NA,13.62,2.83,42,19808,2.12035541195477
2012-01-26,2.90625,269.333333333333,77.2291666666667,NA,109.979166666667,8.33333333333333,15.4,3.6,0,NA,0.51,78.38,36.04,NA,10.46,3.5,47,19021,2.47095315703696
2012-01-27,2.68541666666667,252.041666666667,77.2291666666667,NA,45.5625,9.67083333333333,13.1,6.5,0,NA,0.5,128.13,22.35,NA,6.43,3.26,43,22306,1.92773244866852
2012-01-28,2.0375,282.416666666667,85.1458333333333,NA,17.4166666666667,8.62083333333333,10,6.2,2.3,NA,0.42,46.71,38.92,NA,3.88,1.42,19,13810,1.37581462708182
2012-01-29,2.47916666666667,258.25,75.8333333333333,NA,84.0416666666667,5.78125,11,2,0,NA,0.42,23.42,37.79,NA,21.96,1.67,55,23695,2.32116480270099
2012-01-30,2.92291666666667,294.770833333333,60.7291666666667,NA,131.5,5.58125,11.9,0.8,0,NA,0.43,67.04,39.33,NA,13.46,3.38,62,30343,2.04330488086214
2012-01-31,2.98125,275.5625,57.4583333333333,NA,67.1875,6.64583333333333,12,1.7,0,NA,0.52,62.14,39.27,NA,9,4.23,50,28461,1.7567899933242
2012-02-01,3.08125,220.625,84.5208333333333,NA,12.3125,5.15208333333333,7.7,3.3,5.5,NA,0.6,130.96,38.93,NA,9.33,3.21,46,22013,2.089674283378
2012-02-02,2.94166666666667,277.104166666667,80.4583333333333,NA,36.7291666666667,3.11458333333333,4.4,2,0.2,NA,0.43,24.29,45.46,NA,13.79,1.04,48,19557,2.45436416628317
2012-02-03,4.25208333333333,299.416666666667,53.4166666666667,NA,131.875,1.78125,5.4,-0.8,0,NA,0.43,19.48,49.33,NA,26,1.54,19,8878,2.14012164902005
2012-02-04,3.82291666666667,295.708333333333,30.9166666666667,NA,147.5,2.22083333333333,7.6,-0.9,0,NA,0.41,10.17,41.58,NA,47.58,2.17,28,21532,1.30039011703511
2012-02-05,2.63125,300.5,53.3333333333333,NA,56.5208333333333,2.01875,6.8,-4.3,0,NA,0.39,6.67,54.54,NA,26.46,2.62,81,41195,1.9662580410244
2012-02-06,2.91458333333333,260.708333333333,50.8541666666667,NA,146.8125,4.99375,13.9,-1.2,0,NA,0.49,50.65,68.21,NA,12.41,3.05,78,40008,1.9496100779844
2012-02-07,2.72916666666667,246.854166666667,28.7916666666667,NA,153.479166666667,5.6875,13.2,-2.2,0,NA,0.49,38.17,63,NA,36.29,1.67,53,31593,1.67758680720413
2012-02-08,3.36041666666667,321.875,28.8333333333333,NA,111.520833333333,3.52291666666667,8.6,-2.5,0,NA,0.44,13.29,66,NA,21.83,2.38,70,34049,2.05586067138536
2012-02-09,4.94375,325.4375,43.7083333333333,NA,148.604166666667,5.24791666666667,11.6,0,0,NA,0.53,12.9,55.5,NA,23.38,1.96,43,27300,1.57509157509158
2012-02-10,4.53333333333333,283.833333333333,55.0208333333333,NA,149.270833333333,6.25833333333333,11.9,2,0,NA,0.57,14.96,48.75,NA,35.04,2.04,12,6381,1.88058298072402
2012-02-11,4.02916666666667,241.791666666667,37.4375,NA,167.729166666667,5.16458333333333,10.6,0.3,0,NA,0.5,6.71,39.67,NA,50.29,1.42,55,31732,1.7332661036178
2012-02-12,3.09583333333333,240.0625,53.5625,NA,152.708333333333,3.0625,7.4,-1.2,0.2,NA,0.54,6.21,43.83,NA,45.83,1.29,117,52998,2.20763047662176
2012-02-13,3.51458333333333,269.166666666667,49.8541666666667,NA,156.604166666667,3.4125,10.2,-2.7,0,NA,0.63,36.88,73.42,NA,22.96,2.96,100,47439,2.10797023546028
2012-02-14,2.79583333333333,265.083333333333,56.6458333333333,NA,116.854166666667,6.35833333333333,11.8,1.6,0,NA,0.62,25.12,68,NA,24.42,2.92,78,39061,1.99687668006451
