date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2
2011-10-27,1.98958333333333,285.875,85.6875,NA,24.4791666666667,16.3541666666667,21.2,14.1,15.9,147,66870,2.19829519964109,NA,NA,NA,8.29,43.21,55.42,NA,12.83,NA,NA
2011-10-28,2.51875,230.416666666667,90.7916666666667,NA,49.0833333333333,17.075,19.6,15.1,33.3,47,31312,1.50102197240674,NA,NA,NA,2.21,22.67,25.54,NA,18.5,NA,NA
2011-10-29,2.8,186.854166666667,83.625,NA,69.0416666666667,18.2333333333333,22,15.5,0,64,35917,1.78188601497898,NA,NA,NA,15.04,31.88,54.42,NA,20.46,NA,NA
2011-10-30,2.17083333333333,273.229166666667,81.4375,NA,134.104166666667,17.6645833333333,23.3,14,0,203,84785,2.39429144306186,NA,NA,NA,26.92,46.75,87.58,NA,28.88,NA,NA
2011-10-31,2.08541666666667,278.354166666667,87.2708333333333,NA,92.2708333333333,16.2916666666667,20.8,12.8,0,59,32494,1.8157198251985,NA,NA,NA,9.17,41.71,55.5,NA,21.79,NA,NA
2011-11-01,1.85208333333333,253.583333333333,90.5208333333333,NA,84.6875,17.825,22.3,14.2,0,227,101496,2.2365413415307,NA,NA,NA,3.5,33.25,38.33,NA,19.58,NA,NA
2011-11-02,3.06458333333333,224.020833333333,87.1875,NA,122.895833333333,19.2770833333333,22.2,16.1,33.8,161,77629,2.07396720297827,NA,NA,NA,15.08,47.25,70.04,NA,26.79,NA,NA
2011-11-03,2.70416666666667,237.6875,89.3541666666667,NA,50.375,18.7708333333333,21.8,15.9,0.2,165,76396,2.159798942353,NA,NA,NA,9.21,43.88,57.42,NA,14.79,NA,NA
2011-11-04,2.73958333333333,212.0625,91.7708333333333,NA,30.5625,16.3291666666667,19.2,14.4,23.7,47,22971,2.04605807322276,NA,NA,NA,10.71,31.12,47.17,NA,14.25,NA,NA
2011-11-05,1.96458333333333,248.6875,86.2083333333333,NA,74.3125,15.2395833333333,18.1,12.7,6.2,25,19379,1.29005624645235,NA,NA,NA,7.96,25.04,36.75,NA,9,NA,NA
2011-11-06,2.70833333333333,259.833333333333,88.6875,NA,27.625,13.6583333333333,16.6,11.6,23.6,187,74609,2.5064000321677,NA,NA,NA,14.33,43.08,64.46,NA,23.24,NA,NA
2011-11-07,2.50416666666667,295.4375,75.1666666666667,NA,86.0416666666667,15.81875,21,13.3,0.1,179,81232,2.20356509749852,NA,NA,NA,13.25,32.29,52.42,NA,21.67,NA,NA
2011-11-08,2.60625,276.875,77.7291666666667,NA,131.9375,15.50625,20.7,12.4,0,208,89665,2.31974572018067,NA,NA,NA,46.96,55.62,126.96,NA,32.17,NA,NA
2011-11-09,2.62083333333333,276.6875,80.625,NA,128.479166666667,14.34375,20.4,10.9,0,178,75392,2.36099320882852,NA,NA,NA,42.42,60.12,124.75,NA,35.42,NA,NA
2011-11-10,3.10416666666667,278.354166666667,81.875,NA,119.541666666667,14.6479166666667,20,11,0,161,68163,2.36198524125992,NA,NA,NA,49.25,61.12,136.29,NA,40.88,NA,NA
2011-11-11,2.39166666666667,271.833333333333,87.1875,NA,124.458333333333,15.6770833333333,21.3,11.7,0,77,37438,2.05673379988247,NA,NA,NA,24.71,51.96,89.29,NA,28.71,NA,NA
2011-11-12,1.75,219.520833333333,87.5208333333333,NA,102.645833333333,16.9625,20.9,14.3,0,65,32228,2.01687973191014,NA,NA,NA,1.92,31.08,33.62,NA,19.42,NA,NA
2011-11-13,2.36041666666667,190.5,87.125,NA,32.7708333333333,16.05,17.6,14.4,7.7,243,108368,2.24235936807914,NA,NA,NA,4.54,45.5,51.92,NA,22.62,NA,NA
2011-11-14,2.325,181.5,88.0625,NA,32.7708333333333,14.9916666666667,17.6,13.6,4.5,164,81344,2.01612903225806,NA,NA,NA,2.83,35.96,39.79,NA,21.67,NA,NA
2011-11-15,3.32916666666667,131.333333333333,90.625,NA,24.7291666666667,15.3104166666667,17.7,13.2,46.9,156,74592,2.09137709137709,NA,NA,NA,5.29,40.92,48.5,NA,19.04,NA,NA
2011-11-16,2.40208333333333,178.583333333333,84.3125,NA,26.9791666666667,14.9854166666667,16.4,13.1,14,176,80561,2.18467993197701,NA,NA,NA,4.79,38.33,45.54,NA,18.42,NA,NA
2011-11-17,1.69791666666667,194.083333333333,78.75,NA,71.7083333333333,15.24375,17.7,13.4,0.6,189,89627,2.10873955392906,NA,NA,NA,41.17,62.54,125.33,NA,26.42,NA,NA
2011-11-18,2.10833333333333,254.416666666667,86.8958333333333,NA,66.0625,13.1458333333333,17.1,10.8,0,76,46204,1.64487923123539,NA,NA,NA,28.21,54.54,97.29,NA,25.42,NA,NA
2011-11-19,2.66041666666667,238.375,86.4583333333333,NA,51.75,13.4083333333333,17.1,9.8,0.6,71,35877,1.97898375003484,NA,NA,NA,2.29,27.46,30.5,NA,17.79,NA,NA
2011-11-20,2.86875,154.9375,85.0416666666667,NA,98.3541666666667,16.5,19.4,14.1,0.1,277,110342,2.51037682840623,NA,NA,NA,4.38,35.75,42.08,NA,16.38,NA,NA
2011-11-21,3.06458333333333,145.229166666667,82.1041666666667,NA,59.6458333333333,15.5125,19.1,13.2,4.1,214,83301,2.56899677074705,NA,NA,NA,2.71,24.54,28.5,NA,17.29,NA,NA
2011-11-22,4.03333333333333,42.2291666666667,72.4791666666667,NA,42.8333333333333,16.4541666666667,17.4,14.6,0.2,217,85382,2.54151928978005,NA,NA,NA,31.83,48.33,96.5,NA,27.04,NA,NA
2011-11-23,2.56875,285.395833333333,72.4166666666667,NA,111.520833333333,14.7125,20.6,10.4,0,218,90301,2.41414823756105,NA,NA,NA,71.62,57.04,166.04,NA,35.67,NA,NA
2011-11-24,2.8,261.458333333333,80.1875,NA,106.5,12.7229166666667,19.2,9.2,0,199,77627,2.56354103597975,NA,NA,NA,69.21,55.92,161.58,NA,39.12,NA,NA
2011-11-25,2.60625,285.958333333333,80,NA,106.520833333333,12.1916666666667,18.7,8.7,0,78,45050,1.73140954495006,NA,NA,NA,39.46,42,101.96,NA,23.62,NA,NA
2011-11-26,4.06041666666667,324.958333333333,72.7916666666667,NA,111.958333333333,11.1375,16.3,8,0,51,23207,2.19761278924462,NA,NA,NA,26.54,44.67,85.04,NA,28.33,NA,NA
2011-11-27,3.1375,278.166666666667,82.1875,NA,72.875,10.4708333333333,16.8,6.2,0,384,135123,2.84185519859683,NA,NA,NA,36.17,53.29,108.5,NA,30.88,NA,NA
2011-11-28,2.77291666666667,282.166666666667,81.0416666666667,NA,60.5,11.5291666666667,16.9,8.2,0,274,115720,2.36778430694781,NA,NA,NA,23.92,50.25,86.25,NA,29.79,NA,NA
2011-11-29,3.23125,300.604166666667,74.5833333333333,NA,95.875,12.7958333333333,19.5,9.9,0,253,107337,2.35706233637981,NA,NA,NA,32.38,49.17,98.25,NA,34.62,NA,NA
2011-11-30,2.91875,291.333333333333,77.6458333333333,NA,101.0625,11.2,18.2,8.1,0,228,91249,2.49865751953446,NA,NA,NA,33.75,45.25,96.58,NA,40.09,NA,NA
2011-12-01,2.98333333333333,286.395833333333,82.0416666666667,NA,98.125,11.2958333333333,17.2,6.7,0,206,78128,2.63669875076797,NA,NA,NA,28.17,44.67,87.5,NA,36.83,NA,NA
2011-12-02,3.06458333333333,317.583333333333,75.0416666666667,NA,74.75,12.7604166666667,18.3,9.4,0,60,40668,1.47536146355857,NA,NA,NA,4.71,23.54,30.17,NA,19,NA,NA
2011-12-03,3.40416666666667,325.25,69.2291666666667,NA,85.9583333333333,12.11875,14.8,10.1,0.4,65,32653,1.99062873242887,NA,NA,NA,5.42,23.08,30.96,NA,20.67,NA,NA
2011-12-04,2.13333333333333,306.875,71.7291666666667,NA,97.2916666666667,11.5979166666667,17.1,7.9,0,224,88569,2.52910160439883,NA,NA,NA,10.58,28.33,44.21,NA,16.88,NA,NA
2011-12-05,2.43333333333333,269.145833333333,74.2708333333333,NA,98,11.83125,17.3,6.7,0,50,25034,1.99728369417592,NA,NA,NA,8.33,26.54,38.79,NA,21.71,NA,NA
2011-12-06,2.40833333333333,301.166666666667,74.9791666666667,NA,100.0625,11.1354166666667,17.3,7.6,0,217,84894,2.55612881946898,NA,NA,NA,16.5,31.17,56.04,NA,22.46,NA,NA
2011-12-07,3.06458333333333,305.895833333333,71.5833333333333,NA,99.375,11.0083333333333,17.2,7.2,0,76,46563,1.63219723815046,NA,NA,NA,12.5,30.71,49.54,NA,21.62,NA,NA
2011-12-08,3.07291666666667,294.354166666667,77.2083333333333,NA,97.0833333333333,11.2,17.4,7.6,0,254,110183,2.3052558017117,NA,NA,NA,57.12,47.04,134.21,NA,37.08,NA,NA
2011-12-09,3.175,313.229166666667,80.6041666666667,NA,83.5625,9.43958333333333,13.9,6,0,62,33898,1.82901646114815,NA,NA,NA,13.29,30.08,50,NA,24.75,NA,NA
2011-12-10,3.275,319.708333333333,76.875,NA,84.0208333333333,9.70833333333333,14.9,6.6,0,48,29723,1.61491101167446,NA,NA,NA,17.25,34.04,59.92,NA,29.33,NA,NA
2011-12-11,3.34791666666667,305.020833333333,78,NA,84.2708333333333,8.6125,15.2,5.1,0,316,122652,2.57639500375045,NA,NA,NA,11.62,26.54,43.96,NA,17.58,NA,NA
2011-12-12,3.12708333333333,316.8125,73.6041666666667,NA,96.9583333333333,9.80625,16.3,6.2,0,245,104061,2.35438829148288,NA,NA,NA,44.04,46.79,113.71,NA,28.75,NA,NA
2011-12-13,2.6375,297.875,73.6875,NA,83.4375,9.89375,17.5,5.1,0,210,96698,2.17170985956276,NA,NA,NA,29.79,43.62,88.83,NA,28.96,NA,NA
2011-12-14,2.78541666666667,259.270833333333,68.7291666666667,NA,77.8125,13.3625,19.5,9,0,198,91044,2.17477263740609,NA,NA,NA,8.09,35.18,47.18,NA,20.26,NA,NA
2011-12-15,3.72083333333333,295.208333333333,60.0833333333333,NA,83,11.5145833333333,16.2,7.9,0,185,85322,2.16825672159584,NA,NA,NA,7.04,27.88,38.42,NA,24.67,NA,NA
2011-12-16,5.44166666666667,270.75,53.25,NA,48.3958333333333,14.0166666666667,17.9,11.2,0,78,35342,2.20700582875898,NA,NA,NA,3,9.12,13.25,NA,19.46,NA,NA
2011-12-17,5.97291666666667,321.5,54.7708333333333,NA,98.9791666666667,10.3291666666667,13.8,7.7,0,25,14247,1.75475538709904,NA,NA,NA,4.5,18.92,25.46,NA,17.04,NA,NA
2011-12-18,3.59166666666667,317.208333333333,56.2083333333333,NA,99.5208333333333,7.80416666666667,13.5,2.8,0,279,117686,2.37071529323794,NA,NA,NA,18.62,39.04,67.38,NA,20.5,NA,NA
2011-12-19,2.52916666666667,300.5625,62.4166666666667,NA,70.2083333333333,6.19791666666667,11.6,2,0,231,99781,2.31507000330724,NA,NA,NA,20.54,38,69.12,NA,25.08,NA,NA
2011-12-20,3.10416666666667,318.4375,70.9583333333333,NA,65.375,8.66041666666667,15.1,3.8,0,183,80122,2.28401687426674,NA,NA,NA,108.39,66.3,236.09,NA,42.05,NA,NA
2011-12-21,2.5,299.395833333333,79.6875,NA,51.75,9.49583333333333,15.8,5.8,0,174,78155,2.22634508348794,NA,NA,NA,27.92,30.58,72.79,NA,22.46,NA,NA
2011-12-22,3.875,314.020833333333,67.1875,NA,89.2916666666667,13.2833333333333,18.2,7.7,0,183,80256,2.2802033492823,NA,NA,NA,10.79,25.43,42.54,NA,18.79,NA,NA
2011-12-23,4.36458333333333,321.75,69.9791666666667,NA,96.6666666666667,10.9729166666667,16.2,8.3,0,84,53153,1.58034353658307,NA,NA,NA,9.54,28.33,42.54,NA,20.92,NA,NA
2011-12-24,3.775,322.104166666667,71.0208333333333,NA,79.9583333333333,9.7,15.5,5.4,0,59,34791,1.69584087838809,NA,NA,NA,54.71,41.32,125.76,NA,30.83,NA,NA
2011-12-25,3.6,319.020833333333,64.5416666666667,NA,99.4166666666667,7.86041666666667,14.4,4.5,0,49,30755,1.59323687205332,NA,NA,NA,59.83,60.71,152.08,NA,31.25,NA,NA
2011-12-26,3.15625,282.9375,70.7291666666667,NA,95.7916666666667,6.45416666666667,13.9,2.7,0,274,129020,2.12370175166641,NA,NA,NA,46.38,57.92,128.38,NA,28.62,NA,NA
2011-12-27,3.92916666666667,245.208333333333,64.7708333333333,NA,72.9375,8.63958333333333,16.3,3.9,0,199,88915,2.23809256031041,NA,NA,NA,25.78,50.96,90.04,NA,25.88,NA,NA
2011-12-28,3.19375,304.166666666667,67.1875,NA,98.5833333333333,7.875,16,3.4,0,200,96744,2.06731166790705,NA,NA,NA,9.79,31.5,46.12,NA,27.71,NA,NA
2011-12-29,3.11041666666667,310.541666666667,62.5208333333333,NA,88.8541666666667,8.34791666666666,15,4.3,0,184,86567,2.12552127254034,NA,NA,NA,5.12,17.71,25.04,NA,20.92,NA,NA
2011-12-30,3.9375,311.291666666667,55.7916666666667,NA,97.9166666666667,9.85625,15.6,1.5,0,62,43105,1.4383482194641,NA,NA,NA,5.46,17.83,26.17,NA,15.17,NA,NA
2011-12-31,3.03541666666667,292.479166666667,65.5208333333333,NA,99.3333333333333,11.6708333333333,16.8,8,0,52,28930,1.79744210162461,NA,NA,NA,7.67,20.58,31.75,NA,14.67,NA,NA
2012-01-01,3.41041666666667,298.729166666667,75.0208333333333,NA,97.3541666666667,11.70625,17.1,8,0,226,109788,2.05851277006595,NA,NA,NA,9.75,20,34.62,NA,17.62,NA,NA
2012-01-02,3.34583333333333,304.5,60.1875,NA,92.8541666666667,12.2708333333333,17.8,6.8,0.1,185,90287,2.04902145380841,NA,NA,NA,11.12,31.58,48.25,NA,26.95,NA,NA
2012-01-03,2.95625,289.333333333333,66.9375,NA,94.25,9.24791666666667,15.1,5.2,0,202,96049,2.10309321283928,NA,NA,NA,29.86,34.09,79.55,NA,29.08,NA,NA
2012-01-04,3.15416666666667,265.354166666667,75.9166666666667,NA,88.8541666666667,8.92708333333333,16.6,4.7,0,150,84137,1.782806613024,NA,NA,NA,10.83,22.88,38.79,NA,29.96,NA,NA
2012-01-05,4.01666666666667,313.3125,57.1875,NA,20.2916666666667,11.69375,16.3,7.5,0,22,19725,1.11533586818758,NA,NA,NA,6.62,23.92,33.62,NA,27.42,NA,NA
2012-01-06,2.36666666666667,242.4375,71.0208333333333,NA,84.0416666666667,11.7541666666667,16.3,5.5,0,93,56147,1.65636632411349,NA,NA,NA,22.83,31.38,65.83,NA,35.54,NA,NA
2012-01-07,2.82708333333333,299.666666666667,69.6875,NA,102.895833333333,8.11875,14.7,3.6,0,33,26716,1.23521485252283,NA,NA,NA,8.29,22.5,34.79,NA,28.77,NA,NA
2012-01-08,3.68958333333333,314.25,72.2083333333333,NA,102.104166666667,8.46666666666667,13.8,5.1,0,256,135767,1.88558338918883,NA,NA,NA,14.08,31.75,52.71,NA,20.45,NA,NA
2012-01-09,3.6625,306.604166666667,73.1875,NA,101.333333333333,9.02916666666667,14.9,5.7,0,191,97417,1.96064341952637,NA,NA,NA,39.17,45.71,105.29,NA,28.96,NA,NA
2012-01-10,3.56458333333333,290.020833333333,79.3541666666667,NA,100.520833333333,7.4125,14.4,3.5,0,185,94085,1.9663070627624,NA,NA,NA,86.62,59.46,191.17,NA,37.83,NA,NA
2012-01-11,2.79583333333333,290.666666666667,80.5625,NA,86.1666666666667,7.33125,14.7,3.8,0,171,93139,1.83596559980245,NA,NA,NA,24.62,48.71,86.29,NA,28.08,NA,NA
2012-01-12,3.43333333333333,296.270833333333,82.4375,NA,93.1041666666667,7.36875,14.6,3.8,0,158,83478,1.89271424806536,NA,NA,NA,40.12,47.54,108.38,NA,29.08,NA,NA
2012-01-13,4.81875,321.833333333333,65.2916666666667,NA,108.1875,6.64791666666666,13.4,3.2,0,70,39976,1.75105063037823,NA,NA,NA,40.17,46.79,107.83,NA,31.5,NA,NA
2012-01-14,4.30208333333333,302.375,70.375,NA,86.5833333333333,6.06041666666667,13,2.1,0,49,25582,1.91540927214448,NA,NA,NA,28.5,40,83.38,NA,30,NA,NA
2012-01-15,2.8125,273.416666666667,75.75,NA,94.1458333333333,7.66041666666667,12.5,4.7,0,244,106370,2.29387985334211,NA,NA,NA,25.42,43.96,82.46,NA,21.21,NA,NA
2012-01-16,3.71458333333333,157.729166666667,75.9166666666667,NA,52.7708333333333,8.75833333333333,12,3.7,0.4,213,107820,1.97551474680022,NA,NA,NA,8.25,34.62,46.75,NA,23.43,NA,NA
2012-01-17,2.96875,162.4375,74.7083333333333,NA,103.979166666667,10.5979166666667,14.5,6.2,0.1,197,95682,2.05890345101482,NA,NA,NA,29.54,42.58,87.42,NA,35.71,NA,NA
2012-01-18,3.01875,295.8125,77.0208333333333,NA,109.979166666667,7.41875,14,4.1,0,210,92945,2.25940072085642,NA,NA,NA,12.59,38.91,57.95,NA,27.08,NA,NA
2012-01-19,3.48541666666667,295.729166666667,72.9375,NA,106.229166666667,8.03958333333333,14.8,2.5,0,217,89247,2.43145427857519,NA,NA,NA,37.04,41.88,98.21,NA,35.58,NA,NA
2012-01-20,3.275,301.916666666667,71.8541666666667,NA,108.333333333333,10.0145833333333,17.5,6.1,0,103,57518,1.79074376716854,NA,NA,NA,19.04,32.12,60.83,NA,24.33,NA,NA
2012-01-21,2.96875,295.5625,68.125,NA,113.333333333333,10.2916666666667,17.9,6,0,46,24405,1.88485965990576,NA,NA,NA,10.46,29.04,44.71,NA,24.88,NA,NA
2012-01-22,3.05625,292.541666666667,75.125,NA,117.895833333333,10.19375,17.8,6.5,0,361,142295,2.53698302821603,NA,NA,NA,6.79,22.54,32.29,NA,18.88,NA,NA
2012-01-23,4.01875,317.083333333333,68.6666666666667,NA,114.604166666667,11.2145833333333,17.5,6.9,0,288,113202,2.54412466210844,NA,NA,NA,32.33,37.46,86.54,NA,25.21,NA,NA
2012-01-24,3.11458333333333,301.229166666667,75.0833333333333,NA,113.458333333333,9.47291666666666,15.4,5.7,0,235,127302,1.84600399051075,NA,NA,NA,28.68,51.05,94.63,NA,31.5,NA,NA
2012-01-25,3.36041666666667,288.75,76.1666666666667,NA,121.520833333333,8.27083333333333,15.4,4.4,0,225,113163,1.98828238912012,NA,NA,NA,19.08,62.85,91.08,NA,38.54,NA,NA
2012-01-26,2.90625,269.333333333333,77.2291666666667,NA,109.979166666667,8.33333333333333,15.4,3.6,0,246,104316,2.35821925687335,NA,NA,NA,50.33,54.58,131.21,NA,31.17,NA,NA
2012-01-27,2.68541666666667,252.041666666667,77.2291666666667,NA,45.5625,9.67083333333333,13.1,6.5,0,64,43215,1.48096725673956,NA,NA,NA,17.71,42.29,69.04,NA,22.29,NA,NA
2012-01-28,2.0375,282.416666666667,85.1458333333333,NA,17.4166666666667,8.62083333333333,10,6.2,2.3,59,33685,1.75152144871605,NA,NA,NA,8.75,33.12,45.88,NA,12.96,NA,NA
2012-01-29,2.47916666666667,258.25,75.8333333333333,NA,84.0416666666667,5.78125,11,2,0,373,151867,2.45609645281727,NA,NA,NA,24.29,47.62,84.25,NA,21,NA,NA
2012-01-30,2.92291666666667,294.770833333333,60.7291666666667,NA,131.5,5.58125,11.9,0.8,0,303,126743,2.39066457319142,NA,NA,NA,14.92,41,63.17,NA,27,NA,NA
2012-01-31,2.98125,275.5625,57.4583333333333,NA,67.1875,6.64583333333333,12,1.7,0,259,129215,2.00441125256356,NA,NA,NA,66.42,59.29,160.42,NA,29,NA,NA
2012-02-01,3.08125,220.625,84.5208333333333,NA,12.3125,5.15208333333333,7.7,3.3,5.5,236,123205,1.91550667586543,NA,NA,NA,9.27,39.27,53.05,NA,16.92,NA,NA
